CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
569,Germany,Male,30,6,106629.49,1,0,1,44114.88
529,France,Male,43,6,93616.35,2,0,0,98348.66
616,Spain,Female,44,7,193213.02,2,1,1,137392.77
763,Spain,Female,39,7,0.0,2,1,0,19458.75
643,France,Female,51,2,105229.53,1,1,0,34967.75
678,Germany,Female,54,1,123699.28,2,0,1,105221.76
787,France,Female,40,6,0.0,2,1,1,84151.98
737,France,Male,30,8,174356.13,1,0,0,31928.5
668,France,Female,46,2,0.0,3,1,0,89048.46
537,Germany,Female,47,4,124192.28,2,1,1,50881.51
823,France,Male,34,3,105057.33,1,1,0,9217.92
667,Spain,Male,38,1,87202.38,1,1,1,77866.91
564,France,Male,40,4,0.0,1,1,0,85455.62
669,France,Female,41,0,150219.41,2,0,0,107839.03
422,France,Male,41,6,153238.88,1,1,0,11663.09
612,Germany,Male,42,5,141927.1,1,1,1,43018.98
486,France,Male,63,9,97009.15,1,1,1,85101.0
646,Germany,Female,44,2,113063.83,1,0,0,53072.49
604,France,Male,33,3,0.0,1,1,0,42171.13
584,Germany,Female,36,4,109646.83,1,1,1,70240.79
710,France,Male,38,3,130588.82,1,1,1,154997.64
487,France,Female,34,2,96019.5,1,0,0,9085.0
512,France,Male,24,6,0.0,2,1,0,37654.31
659,Spain,Male,60,2,0.0,1,1,0,177480.45
695,France,Male,45,3,0.0,2,1,1,30793.61
768,France,Male,25,0,78396.08,1,1,1,8316.19
603,France,Female,48,5,0.0,1,1,0,100478.6
747,Spain,Male,41,9,0.0,1,1,0,32430.94
790,France,Female,40,9,0.0,2,1,1,70607.1
731,France,Female,36,6,0.0,1,0,0,152128.36
679,Germany,Female,34,7,121063.85,1,1,0,56984.58
539,Spain,Male,39,2,0.0,2,1,1,48189.94
550,France,Female,30,4,0.0,2,1,0,89216.29
733,France,Male,33,3,0.0,1,1,1,7666.73
593,Spain,Male,31,8,112713.34,1,1,1,176868.89
614,Spain,Male,36,5,0.0,2,1,0,130610.78
686,Spain,Female,36,5,0.0,2,1,1,152979.14
787,France,Male,25,5,0.0,2,1,0,47307.9
642,Germany,Female,39,8,128264.03,1,1,0,61792.76
610,France,Male,26,8,0.0,2,1,0,166031.08
649,France,Female,56,8,156974.26,1,1,0,89405.26
611,Germany,Female,29,4,78885.88,2,1,1,26927.69
543,France,Female,34,8,0.0,2,0,1,145601.8
603,France,Female,24,3,0.0,1,1,1,198826.03
565,Germany,Female,58,3,108888.24,3,0,1,135875.51
765,Germany,Female,46,8,119492.88,2,0,1,166896.01
533,France,Female,35,8,0.0,2,1,1,187900.12
739,Spain,Female,40,8,0.0,1,1,0,167030.51
661,Germany,Male,35,2,117212.18,1,1,1,83052.03
557,Spain,Male,48,10,0.0,2,1,1,185094.48
727,Germany,Male,45,6,114422.85,2,1,1,104678.78
662,France,Male,29,5,147092.65,1,1,0,10928.3
847,Spain,Female,37,9,112712.17,1,1,0,116097.26
679,Spain,Male,39,6,0.0,2,1,0,12266.06
683,Germany,Female,39,2,47685.47,2,1,1,86019.48
630,Germany,Female,31,2,112373.49,2,1,1,131167.98
619,Spain,Male,52,8,0.0,2,1,1,123242.11
781,France,Male,32,6,147107.91,1,1,1,40066.95
810,Germany,Male,69,3,27288.43,1,1,1,110509.9
850,Germany,Female,43,8,92244.83,2,1,0,54949.73
431,Germany,Male,42,8,120822.86,2,1,0,126153.24
523,France,Male,34,2,161588.89,1,1,1,51358.66
519,Germany,Male,38,1,114141.64,1,1,1,60988.21
628,Spain,Male,28,4,0.0,2,1,1,176750.81
539,Germany,Female,34,4,91622.42,1,1,1,136603.42
700,Spain,Male,31,7,0.0,2,0,1,145151.96
646,Spain,Male,32,1,0.0,2,1,0,183289.22
635,France,Female,72,4,74812.84,1,0,1,27448.33
670,France,Male,25,7,0.0,2,1,1,144723.38
633,Spain,Male,27,3,0.0,2,1,0,44008.91
700,France,Female,44,2,58781.76,1,1,0,16874.92
664,France,Female,36,0,103502.22,1,1,1,146191.82
816,France,Male,31,8,0.0,2,1,1,28407.4
754,France,Female,38,2,0.0,2,0,0,3524.69
641,France,Male,37,6,0.0,2,1,0,45309.24
766,France,Female,45,6,0.0,2,0,0,147184.74
628,France,Female,51,3,123981.31,2,1,1,40546.15
734,Germany,Male,33,5,121898.58,1,1,0,61829.89
561,France,Male,34,1,78829.53,1,1,1,12148.2
642,Germany,Female,19,3,113905.48,1,1,1,176137.2
740,France,Male,36,7,0.0,1,1,1,13177.4
630,Spain,Male,41,7,107511.52,1,0,1,46156.87
756,Spain,Male,29,2,117412.19,2,1,0,4888.91
665,France,Female,38,5,0.0,2,1,0,156439.56
850,Germany,Male,22,7,91560.58,2,0,0,10541.38
835,Spain,Male,45,3,100212.13,1,1,0,152577.62
577,Spain,Male,43,8,79757.21,1,1,0,135650.72
497,Germany,Male,41,5,80542.81,1,0,0,88729.22
593,Germany,Female,32,9,134096.53,2,1,0,53931.05
639,Spain,Female,27,2,0.0,1,1,1,82938.99
694,France,Male,32,0,91956.49,1,1,1,59961.81
705,Germany,Female,40,3,92889.91,1,1,1,109496.69
637,Spain,Female,22,5,98800.0,1,1,0,122865.55
747,France,Male,43,1,130788.71,1,0,1,101495.0
755,Germany,Female,33,6,90560.3,2,1,1,42607.69
757,Spain,Male,30,3,145396.49,1,0,1,198341.15
654,Spain,Male,34,5,0.0,2,1,0,159311.46
629,France,Male,59,9,113657.83,1,1,1,116848.79
785,France,Female,36,4,135438.4,1,0,0,190627.01
735,France,Male,44,9,120681.63,1,1,0,74836.34
562,France,Female,51,1,124662.54,1,1,1,65390.46
779,France,Female,26,0,0.0,2,0,1,111906.0
514,France,Male,45,1,178827.79,1,1,0,60375.18
567,France,Female,41,9,137891.35,1,1,0,142009.46
580,Spain,Male,29,9,61710.44,2,1,0,128077.8
549,France,Male,50,9,94748.76,2,0,1,13608.18
687,Spain,Female,29,7,93617.07,1,0,1,113050.92
578,France,Male,32,4,0.0,2,1,1,141822.8
629,France,Male,31,6,0.0,2,1,0,93881.75
794,France,Male,56,9,96951.21,1,1,1,71776.76
617,France,Female,28,0,0.0,2,1,1,7597.83
700,Spain,Male,29,8,0.0,2,0,1,152097.02
652,France,Female,48,8,133297.24,1,1,0,77764.37
662,Spain,Male,37,5,94901.09,1,1,1,48233.75
708,Germany,Male,21,8,133974.36,2,1,0,50294.09
824,France,Male,45,3,129209.48,1,0,0,60151.77
617,France,Female,26,2,165947.99,2,0,1,168834.38
678,Spain,Female,49,8,0.0,2,0,1,98090.69
540,Germany,Male,64,1,91869.69,1,0,1,95421.0
813,Germany,Female,36,6,98088.09,1,0,1,26687.22
652,Germany,Male,50,8,125437.64,1,1,1,17160.94
705,Spain,Female,24,5,177799.83,2,0,0,79886.06
767,France,Male,36,3,139180.2,1,0,0,123880.19
533,France,Female,39,2,0.0,1,0,1,73669.94
651,France,Female,32,8,144581.96,1,1,1,87609.5
504,Germany,Male,43,5,134740.19,2,1,0,181430.91
714,France,Male,40,9,46520.69,1,1,1,96687.25
657,France,Male,34,3,107136.6,1,1,0,153895.46
563,Spain,Male,24,7,0.0,2,0,0,16319.56
695,Spain,Female,34,9,0.0,2,1,1,67502.12
480,France,Female,40,7,0.0,1,1,0,170332.67
743,France,Female,40,6,0.0,1,1,0,28280.8
739,Spain,Female,41,8,0.0,1,1,0,191694.77
571,France,Female,33,1,0.0,2,1,0,102750.7
614,France,Female,27,9,106414.57,2,0,0,77500.81
850,France,Male,40,6,0.0,1,1,0,136985.08
765,Germany,Female,34,8,136729.51,2,0,0,47058.21
528,Germany,Male,22,5,93547.23,2,0,1,961.57
608,Germany,Female,40,8,121729.42,1,0,0,61164.45
670,Spain,Female,20,4,0.0,2,1,0,119759.24
850,France,Female,43,3,0.0,2,0,0,2465.8
693,France,Male,29,2,151352.74,1,0,0,197145.89
551,France,Male,52,1,0.0,1,0,0,63584.55
605,France,Male,39,7,0.0,1,0,1,119348.28
647,Germany,Male,37,3,116509.99,1,1,1,149517.71
751,Germany,Male,54,9,156367.6,2,0,1,116179.92
603,France,Male,32,7,0.0,1,1,0,198055.94
738,Spain,Female,33,3,122134.4,2,0,1,27867.59
685,Spain,Female,25,10,128509.63,1,1,0,121562.33
749,France,Female,60,6,0.0,1,1,0,17978.68
591,France,Female,38,2,142289.28,1,0,1,119638.85
477,Germany,Female,24,2,95675.62,2,0,0,162699.7
607,Germany,Female,37,4,135927.06,1,0,0,180890.4
694,France,Male,39,5,77652.4,1,1,1,25407.59
811,France,Male,31,7,117799.28,1,1,1,182372.35
850,Germany,Female,34,3,129668.43,2,1,1,88743.99
737,Germany,Male,31,5,121192.22,2,1,1,74890.58
673,France,Female,37,10,0.0,2,1,1,37411.35
615,France,Male,36,6,0.0,1,1,1,27011.8
618,Spain,Male,32,5,133476.09,1,0,1,154843.4
621,Germany,Female,55,7,131033.76,1,0,1,75685.59
653,France,Female,46,5,0.0,2,1,0,49707.85
716,France,Female,29,6,0.0,2,1,1,98998.61
744,Germany,Female,41,2,84113.41,1,1,0,197548.63
751,Spain,Female,37,3,99773.85,2,1,0,54865.92
707,France,Female,44,6,0.0,2,1,1,192542.17
699,France,Female,43,3,80764.03,1,1,0,199378.58
436,Spain,Male,43,5,0.0,2,1,1,35687.43
488,France,Female,34,2,0.0,2,1,1,181270.84
496,Spain,Female,43,3,0.0,2,0,1,199505.53
542,Germany,Male,25,8,139330.1,1,0,0,54372.37
672,France,Male,37,5,153195.59,1,1,1,162763.01
708,France,Female,67,1,0.0,2,0,1,3837.08
507,Spain,Male,46,6,92783.68,1,1,1,51424.29
468,France,Female,22,1,76318.64,1,1,1,194783.12
598,Spain,Male,27,8,90721.52,2,1,0,109296.18
718,France,Male,38,7,0.0,2,1,0,38308.34
725,France,Female,33,4,0.0,1,1,1,67879.8
594,France,Male,40,9,122417.17,2,0,1,190882.69
524,Spain,Female,32,6,0.0,1,1,1,132861.9
571,Germany,Male,37,9,139592.98,3,1,0,104152.65
746,France,Male,36,9,127157.04,1,1,1,155700.15
704,France,Female,33,0,130499.09,2,1,1,74804.36
629,Spain,Male,34,1,121151.05,1,0,0,119357.93
658,France,Female,40,7,140596.95,1,0,1,135459.02
691,France,Female,33,1,128306.83,1,1,1,113580.79
637,France,Female,63,5,0.0,1,1,0,28092.77
744,France,Male,31,9,120718.28,1,1,1,58961.49
684,Spain,Male,41,2,119782.72,2,0,0,120284.67
577,Germany,Female,43,3,127940.47,1,0,0,125140.72
736,France,Male,27,5,51522.75,1,0,1,192131.77
477,France,Male,22,5,82559.42,2,0,0,163112.9
794,France,Female,41,7,0.0,2,1,1,74275.08
570,France,Male,32,9,117337.54,2,0,1,62810.91
752,France,Male,39,3,0.0,1,1,0,188187.05
642,France,Male,36,4,0.0,2,1,1,195224.91
695,Spain,Male,63,1,146202.93,1,1,1,126688.83
792,Germany,Female,29,4,107601.79,1,1,0,18922.18
470,Spain,Female,48,6,140576.11,1,1,1,116971.05
805,Spain,Male,37,5,0.0,2,1,0,21928.81
623,France,Male,21,10,0.0,2,0,1,135851.3
540,Spain,Female,31,10,118158.74,1,1,1,158027.57
762,France,Male,20,1,139432.55,1,1,1,85606.83
532,France,Female,40,5,0.0,2,0,1,177099.71
670,Spain,Male,42,3,81589.04,1,1,0,188227.8
646,France,Female,45,3,47134.75,1,1,1,57236.44
699,Spain,Female,29,9,127570.93,2,1,0,164756.81
591,France,Male,42,9,161651.37,2,1,1,131753.97
619,France,Female,33,2,167733.51,2,1,1,65222.48
618,Spain,Male,38,5,126473.99,1,1,0,91972.49
702,Germany,Female,23,7,98775.23,1,1,0,114603.96
638,Germany,Female,53,1,123916.67,1,1,0,16657.68
798,France,Male,34,9,154495.79,1,1,0,191395.88
691,France,Male,50,6,136953.47,1,1,1,2704.98
808,France,Male,41,0,0.0,1,1,1,79888.78
675,France,Male,35,8,0.0,2,1,1,56642.97
653,France,Male,29,2,0.0,2,1,1,41671.81
652,Spain,Female,75,10,0.0,2,1,1,114675.75
430,France,Male,35,1,118894.22,1,0,0,2923.61
547,France,Male,30,6,0.0,2,1,1,18471.86
684,Germany,Female,46,3,102955.14,2,1,0,154137.33
850,France,Male,40,6,124788.18,1,1,0,65612.12
621,France,Male,47,0,0.0,1,1,1,133831.37
720,Germany,Male,23,0,187861.18,2,1,1,104120.17
611,Germany,Female,40,7,128486.91,2,1,0,10109.47
774,France,Male,60,5,85891.55,1,1,0,74135.48
739,Spain,Male,60,4,0.0,1,1,1,51637.67
559,France,Female,43,1,0.0,1,0,1,86634.3
526,Germany,Female,35,9,118536.4,1,1,0,40980.87
515,France,Female,28,9,0.0,2,0,0,94141.75
530,Spain,Male,37,4,0.0,2,1,1,164844.37
635,Spain,Male,24,4,140197.18,1,1,1,142935.83
682,France,Male,28,10,200724.96,1,0,1,82872.64
735,France,Female,53,8,123845.36,2,0,1,170454.93
595,Germany,Female,26,8,118547.72,1,1,1,151192.18
464,Spain,Female,34,5,76001.57,1,1,1,158668.87
690,France,Male,39,6,0.0,2,1,0,160532.88
562,France,Male,35,7,0.0,1,0,0,48869.67
433,Spain,Male,34,9,152806.74,1,1,0,19687.99
707,France,Female,55,1,0.0,2,0,1,54409.48
819,Germany,Female,49,1,120656.86,4,0,0,166164.3
733,Spain,Female,31,9,102289.85,1,1,1,115441.66
686,France,Male,34,6,146178.13,2,1,1,88837.11
497,France,Male,32,8,0.0,2,1,0,67364.42
687,Spain,Female,50,5,0.0,2,1,0,110230.4
665,France,Female,23,9,143672.9,1,1,1,115147.33
818,Spain,Male,26,4,0.0,2,1,1,167036.94
516,Germany,Female,33,10,138847.9,1,1,1,127256.7
523,Spain,Female,36,8,113680.54,1,0,0,13197.44
694,Germany,Female,58,1,143212.22,1,0,0,102628.56
598,Germany,Male,41,3,91536.93,1,1,0,191468.78
746,France,Male,47,8,142382.03,1,1,1,62086.62
631,Spain,Male,27,10,134169.62,1,1,1,176730.02
627,Germany,Male,28,5,71097.23,1,1,1,130504.49
455,France,Male,40,1,0.0,3,0,1,129975.34
590,Spain,Male,30,3,0.0,2,1,0,83090.35
762,France,Female,51,3,99286.98,1,0,1,85578.63
626,Spain,Male,62,3,0.0,1,1,1,65010.74
571,Germany,Male,25,6,82506.72,2,1,0,167705.07
537,Spain,Female,38,6,141786.78,1,0,1,147797.54
687,France,Male,28,7,108116.66,1,1,1,27411.19
704,Spain,Male,33,3,0.0,2,1,0,73018.74
652,France,Female,37,4,0.0,2,1,0,143393.24
579,Germany,Male,31,2,90547.48,2,1,1,18800.13
535,France,Male,45,2,0.0,2,1,0,125658.28
753,Germany,Male,32,5,159904.79,1,1,0,148811.14
623,Spain,Female,43,4,123536.52,2,0,0,154908.52
712,Spain,Female,79,5,108078.56,1,1,1,174118.93
681,Spain,Female,57,2,173306.13,1,0,1,131964.66
728,France,Male,30,10,114835.43,1,0,1,37662.49
739,Spain,Male,31,1,0.0,2,1,1,58469.75
535,France,Female,27,6,0.0,2,0,1,49775.58
643,France,Female,46,6,0.0,2,0,0,106781.59
609,Spain,Male,37,5,129312.79,1,1,1,26793.82
607,Germany,Male,61,2,164523.5,2,1,1,35786.76
593,Spain,Female,40,2,0.0,1,1,1,5194.95
773,France,Male,25,1,124532.78,2,0,1,11723.57
656,Spain,Female,40,10,167878.5,1,0,1,151887.16
649,France,Male,45,7,0.0,2,0,1,75204.21
766,Germany,Female,34,6,106434.94,1,0,1,137995.66
668,Germany,Female,59,5,120170.07,1,0,1,50454.8
502,France,Male,37,10,0.0,1,1,1,76642.68
787,Germany,Female,42,2,74483.97,2,0,1,44273.91
482,France,Male,38,4,124976.19,1,1,0,35848.12
817,France,Male,59,1,118962.58,1,1,1,120819.58
682,Germany,Male,36,5,72373.62,2,1,0,36895.99
697,France,Female,38,1,182065.85,1,1,0,49503.5
461,France,Female,35,5,0.0,1,1,1,54209.02
571,France,Male,40,5,0.0,2,0,0,72849.29
555,Germany,Female,46,4,120392.99,1,1,0,177719.88
648,Germany,Female,51,2,116574.84,1,1,0,4121.04
711,Germany,Female,45,1,97486.15,2,1,0,50610.62
790,Germany,Female,25,5,152885.77,1,1,0,58214.79
775,France,Female,32,2,108698.96,2,1,1,161069.73
568,France,Male,51,4,0.0,3,1,1,66586.56
754,Germany,Male,35,6,98585.94,2,0,1,106116.84
741,France,Female,21,9,0.0,2,0,1,139259.54
722,France,Female,35,2,163943.89,2,1,1,15068.18
572,France,Male,24,1,0.0,2,1,1,151460.84
489,France,Female,47,8,103894.38,2,1,1,107625.46
692,Spain,Female,49,9,0.0,2,1,0,178342.63
604,Spain,Female,41,10,0.0,2,1,1,166224.39
534,France,Male,38,3,0.0,1,0,0,143938.27
644,France,Female,46,9,95441.27,1,1,0,108761.05
652,France,Female,36,6,112518.71,2,0,1,110421.31
479,France,Male,47,6,121797.09,1,0,1,5811.9
475,France,Female,32,8,119023.28,1,1,0,100816.29
708,France,Male,52,10,105355.81,1,1,0,123.07
585,Germany,Female,28,9,135337.49,2,1,1,40385.61
848,Spain,Male,35,5,120046.74,2,1,0,84710.65
581,Spain,Female,31,6,0.0,2,1,0,188377.21
674,France,Male,22,3,0.0,1,1,1,173940.59
506,France,Male,37,5,0.0,2,1,1,127543.81
545,Spain,Female,32,4,0.0,1,1,0,94739.2
486,Spain,Male,27,7,0.0,2,1,0,28823.04
536,France,Female,61,8,65190.29,1,1,1,64308.49
675,Spain,Female,40,8,79035.95,1,1,0,142783.98
631,France,Male,29,7,0.0,2,0,1,125877.22
759,France,Male,41,9,0.0,2,0,1,190294.12
635,Spain,Male,35,2,113635.16,1,1,0,90883.12
651,France,Male,44,2,0.0,3,1,0,102530.35
729,Germany,Male,39,6,127415.85,1,1,1,184977.2
657,France,Male,37,4,82500.28,1,1,1,115260.72
850,Spain,Female,70,5,0.0,1,1,1,705.18
584,Spain,Female,48,2,213146.2,1,1,0,75161.25
691,France,Male,37,9,149405.18,1,1,1,146411.6
850,Spain,Male,37,4,137204.77,1,1,1,28865.59
640,France,Male,63,2,68432.45,2,1,1,112503.24
550,Spain,Male,51,5,0.0,2,1,0,153917.41
595,Germany,Male,34,2,87967.42,2,0,1,156309.52
754,Germany,Female,48,7,141819.02,1,1,0,93550.53
738,Germany,Female,40,6,114940.67,2,1,1,194895.57
604,Spain,Male,41,3,0.0,1,0,0,11819.84
561,France,Male,37,5,0.0,2,1,0,83093.25
559,France,Male,50,5,162702.35,1,0,0,150548.5
572,France,Female,30,6,0.0,1,0,1,175025.27
838,Spain,Female,41,5,0.0,2,1,0,81313.51
631,Spain,Male,46,9,160736.63,1,0,1,93503.02
744,France,Male,54,6,93806.31,2,0,1,140068.77
683,France,Male,47,1,0.0,2,1,0,148989.15
750,France,Female,37,6,0.0,1,1,1,117948.0
649,France,Female,52,8,49113.75,1,1,0,41858.43
619,Spain,Female,38,6,0.0,2,1,1,117616.29
737,France,Male,54,9,0.0,1,1,0,83470.4
592,France,Female,38,4,0.0,2,1,0,35338.96
657,Germany,Female,48,5,143595.87,1,0,0,101314.65
616,Germany,Female,43,7,95984.21,1,0,1,115262.54
672,France,Female,50,1,0.0,1,1,0,12106.82
626,France,Female,39,0,0.0,2,1,1,83295.09
737,Germany,Female,43,1,125537.38,1,1,0,138510.01
784,Spain,Female,42,2,109052.04,2,1,0,6409.55
760,France,Female,32,7,0.0,2,1,1,105969.05
739,France,Male,42,2,141642.92,2,1,0,172149.76
850,Germany,Female,70,1,96947.58,3,1,0,62282.99
590,Spain,Female,51,10,84474.62,2,1,1,190937.09
682,France,Male,30,4,0.0,1,0,1,161465.31
790,France,Female,31,2,151290.16,1,1,1,172437.12
624,France,Female,62,7,125163.62,2,1,1,151411.5
727,Germany,Male,40,1,93051.64,2,1,0,71865.31
771,Spain,Female,47,3,72664.0,2,1,1,107874.39
674,Germany,Female,27,4,111568.01,1,0,1,22026.18
656,France,Male,40,2,0.0,2,1,1,180553.48
722,Germany,Female,32,5,106807.64,1,1,1,76998.69
756,Spain,Male,19,4,130274.22,1,1,1,133535.29
811,France,Female,35,7,0.0,1,1,1,178.19
638,Germany,Male,37,2,89728.86,2,1,1,37294.88
762,France,Male,32,10,191775.65,1,1,0,179657.83
555,Spain,Male,27,5,0.0,2,0,0,96398.51
633,France,Female,39,9,129189.15,2,0,0,170998.83
761,Spain,Male,27,8,0.0,2,1,0,63297.7
682,France,Female,35,2,181166.44,1,1,1,63737.19
350,France,Female,40,0,111098.85,1,1,1,172321.21
704,France,Male,23,6,166594.78,1,1,1,155823.2
640,France,Female,20,4,0.0,2,0,1,78310.82
700,France,Male,26,4,119009.57,1,1,0,141926.43
721,France,Male,35,10,0.0,2,1,0,71594.26
700,Germany,Female,39,5,144550.83,2,1,1,189664.43
702,Germany,Male,36,9,90560.48,2,1,0,174268.87
621,Germany,Female,30,2,101014.08,2,1,1,165257.31
703,Germany,Male,42,9,63227.0,1,0,1,137316.32
678,France,Male,26,3,0.0,2,1,0,4989.33
498,Germany,Male,37,8,108432.88,2,1,1,14865.05
644,Spain,Female,26,4,153455.72,2,1,1,82696.84
601,Germany,Female,47,1,142802.02,1,1,1,57553.02
656,France,Male,43,7,134919.85,1,1,0,194691.95
547,Germany,Female,42,1,142703.4,1,1,0,86207.49
743,Germany,Male,39,3,119695.75,1,0,1,26136.13
727,Spain,Male,28,1,0.0,1,1,0,40357.39
721,France,Male,40,3,0.0,1,1,1,144874.67
709,France,Male,31,6,0.0,2,1,1,71009.84
703,Spain,Male,36,7,135095.47,1,1,0,143859.66
651,Germany,Female,34,10,148962.46,1,1,0,66389.43
481,France,Female,28,10,0.0,2,1,0,145215.96
576,Spain,Male,26,8,0.0,2,0,1,34101.06
660,Germany,Female,29,6,180520.29,1,1,1,123850.58
464,France,Male,46,6,161798.53,1,1,0,182944.47
693,Germany,Female,41,9,181461.48,3,1,1,187929.43
443,France,Male,35,6,161111.45,1,0,0,13946.66
622,Spain,Female,36,0,108960.0,2,1,0,111180.3
722,France,Male,30,5,0.0,2,1,0,166376.54
589,Spain,Female,27,4,0.0,2,1,0,144181.48
587,France,Male,33,5,100116.82,1,1,0,34215.58
842,France,Female,37,4,132446.08,2,1,0,87071.18
712,Germany,Male,37,7,93978.96,2,1,0,60651.77
661,France,Female,30,7,0.0,2,1,0,72196.57
592,Germany,Male,33,2,156570.86,1,1,1,37140.2
775,Spain,Male,27,4,0.0,1,1,1,40807.26
849,Germany,Male,37,7,143452.74,2,1,1,17294.12
447,France,Male,41,3,0.0,4,1,1,197490.39
619,France,Female,49,9,145359.99,1,1,0,38186.85
494,France,Female,33,1,137853.0,1,0,1,90273.85
550,France,Female,40,8,150490.32,1,0,0,166468.21
709,France,Female,24,3,110949.41,1,1,1,168515.61
526,Spain,Male,35,5,0.0,2,1,1,105618.14
738,Germany,Male,62,10,83008.31,1,1,1,42766.03
655,Germany,Female,30,1,83173.98,2,1,1,184259.6
504,Spain,Male,44,4,113522.64,1,1,1,12405.2
642,Germany,Female,56,6,103244.86,2,1,0,143049.72
850,France,Male,28,8,67639.56,2,1,1,194245.29
567,France,Female,48,3,0.0,1,1,0,55362.45
553,France,Male,37,1,0.0,1,1,0,30461.55
547,Germany,Female,39,6,74596.15,3,1,1,85746.52
698,France,Female,40,7,105061.74,3,1,0,107815.31
651,France,Male,45,2,165901.59,2,1,0,23054.51
430,France,Female,33,8,0.0,1,1,1,69759.91
670,France,Male,22,2,114991.45,1,1,1,37392.56
452,France,Male,35,4,148172.44,1,1,1,4175.68
656,Germany,Female,27,3,150905.03,2,1,0,16998.72
535,Spain,Male,48,9,109472.47,1,1,0,157358.43
592,France,Female,62,5,0.0,1,1,1,100941.57
649,Spain,Male,20,5,0.0,2,1,1,58309.54
658,Spain,Male,50,2,0.0,2,1,0,52137.73
515,France,Female,25,7,79543.59,1,0,1,38772.82
609,France,Male,77,1,0.0,1,0,1,18708.76
585,France,Female,39,7,0.0,2,1,0,2401.26
512,France,Female,36,3,84327.77,2,1,0,17675.36
850,France,Female,28,1,105245.34,1,0,1,74780.13
554,France,Male,31,1,0.0,2,0,1,192660.55
619,France,Male,44,3,116967.68,1,1,0,5075.17
843,France,Female,38,8,134887.53,1,1,1,10804.04
519,Spain,Female,57,2,119035.35,2,1,1,29871.79
751,Germany,Male,36,5,73194.99,1,1,1,89222.66
573,France,Male,52,8,0.0,2,0,1,178229.04
657,Spain,Male,29,7,83889.03,1,1,0,153059.62
760,Spain,Female,33,1,118114.28,2,0,1,156660.21
671,France,Male,31,0,116234.61,1,1,0,172096.08
578,France,Male,23,10,88980.32,1,1,1,125222.36
666,Spain,Female,47,5,0.0,1,0,0,166650.9
644,France,Male,37,6,117271.8,2,1,0,104217.96
747,Spain,Female,41,5,94521.17,2,1,0,194926.86
798,France,Female,60,6,96956.1,1,1,0,31907.44
595,France,Male,29,6,150685.79,1,1,0,87771.06
756,France,Male,34,1,103133.26,1,1,1,90059.04
678,Germany,Male,36,6,118448.15,2,1,0,53172.02
535,Germany,Male,48,5,134542.73,1,1,1,58203.67
673,Germany,Female,77,10,76510.52,2,0,1,59595.66
850,Germany,Female,30,3,104911.35,2,1,1,42933.26
673,Germany,Female,25,3,108244.82,2,1,1,103573.96
850,Germany,Female,35,7,114285.2,1,0,1,129660.59
607,Germany,Male,47,4,148826.32,1,1,1,79450.61
603,Spain,Male,30,6,129548.5,2,1,1,19282.85
473,France,Female,35,6,69617.36,1,1,0,143345.69
596,Spain,Female,76,9,134208.25,1,1,1,13455.43
701,Spain,Female,30,2,0.0,2,1,0,115650.63
634,France,Female,37,7,51582.5,2,1,1,184312.88
487,France,Male,45,2,0.0,2,1,0,77475.73
652,Germany,Male,36,9,150956.71,1,0,0,72350.17
676,France,Female,36,3,91711.59,1,1,1,95393.43
619,France,Male,27,1,154483.98,1,1,0,156394.74
834,Spain,Male,40,7,0.0,2,0,0,45038.74
559,France,Male,52,2,0.0,1,1,0,129013.59
662,France,Female,39,5,138106.75,1,0,0,19596.73
664,France,Male,54,8,0.0,1,1,1,162719.69
652,Germany,Female,58,3,116353.2,2,0,1,193502.9
718,Spain,Female,49,10,82321.88,1,0,1,11144.4
850,Germany,Male,53,2,94078.97,2,1,0,36980.54
648,Spain,Female,54,7,118241.02,1,1,0,172586.89
569,France,Male,41,4,120243.49,1,1,0,163150.03
657,Spain,Male,34,5,154983.98,1,1,0,27738.01
618,France,Male,37,2,168178.21,2,0,1,101273.23
613,Germany,Female,20,0,117356.19,1,0,0,113557.7
605,Germany,Male,28,10,113690.83,1,1,0,33114.24
594,Germany,Male,38,6,63176.44,2,1,1,14466.08
579,Germany,Female,64,6,145215.43,1,1,1,164083.72
350,France,Female,60,3,0.0,1,0,0,113796.15
587,France,Female,36,1,70784.27,1,1,0,30579.82
668,Spain,Female,69,9,0.0,1,0,1,134483.07
528,Spain,Female,32,0,68138.37,1,1,1,170309.19
751,France,Male,29,1,135536.5,1,1,0,66825.33
686,Germany,Female,38,2,93569.86,3,0,0,10137.34
758,Spain,Female,35,5,0.0,2,0,0,100365.51
511,Germany,Female,75,9,105609.17,1,0,1,105425.18
842,Spain,Male,46,9,0.0,1,0,0,17268.02
553,Germany,Male,43,6,85200.82,2,1,1,160574.09
593,France,Male,41,6,0.0,2,1,1,99136.49
607,Germany,Male,36,8,143421.74,1,1,0,97879.02
732,Germany,Male,50,6,145338.76,1,0,0,91936.1
750,France,Female,26,1,151510.17,2,1,1,19921.72
756,France,Female,28,6,0.0,1,1,1,164394.65
451,Spain,Female,23,9,0.0,2,0,1,48021.71
605,France,Male,39,3,0.0,2,1,0,199390.45
660,Germany,Female,52,4,86891.84,1,1,0,90877.76
503,France,Male,29,3,0.0,2,1,1,143954.99
666,Germany,Male,38,6,99812.88,2,1,1,158357.97
